,director_id,company_id,director,gender,company,edge
4380,91.0,16.0,"Brad Martin",male,"Cpl Resources Plc - Esm",0.0
4381,92.0,16.0,"Breege O'Donoghue",female,"Cpl Resources Plc - Esm",0.0
4382,93.0,16.0,"Breffni Byrne",male,"Cpl Resources Plc - Esm",1.0
4383,98.0,16.0,"Brendan Fitzgerald",male,"Cpl Resources Plc - Esm",0.0
4384,108.0,16.0,"Brian Anthony Phelan",male,"Cpl Resources Plc - Esm",0.0
4385,109.0,16.0,"Brian Arthur Hall",male,"Cpl Resources Plc - Esm",0.0
4386,114.0,16.0,"Brian Conlon",male,"Cpl Resources Plc - Esm",0.0
4387,117.0,16.0,"Brian Gerard Hill",male,"Cpl Resources Plc - Esm",0.0
4388,118.0,16.0,"Brian Hall",male,"Cpl Resources Plc - Esm",0.0
4389,121.0,16.0,"Brian John Stewart",male,"Cpl Resources Plc - Esm",0.0
4390,123.0,16.0,"Brian Mehigan",male,"Cpl Resources Plc - Esm",0.0
4391,125.0,16.0,"Brian O'Cathain",male,"Cpl Resources Plc - Esm",0.0
4392,127.0,16.0,"Brian O'Kelly",male,"Cpl Resources Plc - Esm",0.0
4393,129.0,16.0,"Brian Raymond Hawkins",male,"Cpl Resources Plc - Esm",0.0
4394,131.0,16.0,"Brid Horan",female,"Cpl Resources Plc - Esm",0.0
4395,136.0,16.0,"Carl Patrick Mccann",male,"Cpl Resources Plc - Esm",0.0
4396,141.0,16.0,"Cathal Friel",male,"Cpl Resources Plc - Esm",0.0
4397,142.0,16.0,"Cathal O'Caoimh",male,"Cpl Resources Plc - Esm",0.0
4398,143.0,16.0,"Catherine Duffy",female,"Cpl Resources Plc - Esm",0.0
4399,145.0,16.0,"Catriona Mullane",female,"Cpl Resources Plc - Esm",0.0
4400,149.0,16.0,"Charles Hubert Gallagher",male,"Cpl Resources Plc - Esm",0.0
4401,151.0,16.0,"Charles Mccreevy",male,"Cpl Resources Plc - Esm",0.0
4402,154.0,16.0,"Charles Wathen",male,"Cpl Resources Plc - Esm",0.0
4403,158.0,16.0,"Christel Bories",female,"Cpl Resources Plc - Esm",0.0
4404,163.0,16.0,"Christopher Hall",male,"Cpl Resources Plc - Esm",0.0
4405,169.0,16.0,"Christoph Mueller",male,"Cpl Resources Plc - Esm",0.0
4406,171.0,16.0,"Ciara Mc Cormick[AP]",female,"Cpl Resources Plc - Esm",0.0
4407,173.0,16.0,"Coen Bos",male,"Cpl Resources Plc - Esm",0.0
4408,175.0,16.0,"Colin Hunt",male,"Cpl Resources Plc - Esm",0.0
4409,176.0,16.0,"Colin Patrick Tucker",male,"Cpl Resources Plc - Esm",0.0
4410,177.0,16.0,"Colm Barrington",male,"Cpl Resources Plc - Esm",0.0
4411,185.0,16.0,"Conor O'Kelly",male,"Cpl Resources Plc - Esm",0.0
4412,187.0,16.0,"Cormac Mccarthy",male,"Cpl Resources Plc - Esm",0.0
4413,192.0,16.0,"Daniel John Kitchen",male,"Cpl Resources Plc - Esm",0.0
4414,196.0,16.0,"Daniel Noel O'Connor",male,"Cpl Resources Plc - Esm",0.0
4415,199.0,16.0,"Danuta Gray",female,"Cpl Resources Plc - Esm",0.0
4416,200.0,16.0,"Davida Marston",female,"Cpl Resources Plc - Esm",0.0
4417,202.0,16.0,"David Begg",male,"Cpl Resources Plc - Esm",0.0
4418,203.0,16.0,"David Bonderman",male,"Cpl Resources Plc - Esm",0.0
4419,204.0,16.0,"David Byrne",male,"Cpl Resources Plc - Esm",0.0
4420,206.0,16.0,"David Doyle",male,"Cpl Resources Plc - Esm",0.0
4421,207.0,16.0,"David E. Sanders",male,"Cpl Resources Plc - Esm",0.0
4422,208.0,16.0,"David Farrell",male,"Cpl Resources Plc - Esm",0.0
4423,209.0,16.0,"David Gallagher",male,"Cpl Resources Plc - Esm",0.0
4424,213.0,16.0,"David Harrison",male,"Cpl Resources Plc - Esm",0.0
4425,215.0,16.0,"David Howard Thomas",male,"Cpl Resources Plc - Esm",0.0
4426,216.0,16.0,"David Kennedy",male,"Cpl Resources Plc - Esm",0.0
4427,220.0,16.0,"David Mccann",male,"Cpl Resources Plc - Esm",0.0
4428,224.0,16.0,"David Paige",male,"Cpl Resources Plc - Esm",0.0
4429,227.0,16.0,"David Quirke",male,"Cpl Resources Plc - Esm",0.0
4430,231.0,16.0,"David Symonds Hooker",male,"Cpl Resources Plc - Esm",0.0
4431,234.0,16.0,"Declan Gerard Francis Mckeon",male,"Cpl Resources Plc - Esm",0.0
4432,235.0,16.0,"Declan Giblin",male,"Cpl Resources Plc - Esm",0.0
4433,240.0,16.0,"Denis Buckley",male,"Cpl Resources Plc - Esm",0.0
4434,242.0,16.0,"Denis Carroll",male,"Cpl Resources Plc - Esm",0.0
4435,245.0,16.0,"Denis Francis Wallis",male,"Cpl Resources Plc - Esm",0.0
4436,251.0,16.0,"Dennis C. Francis",male,"Cpl Resources Plc - Esm",0.0
4437,260.0,16.0,"Dermot Martin",male,"Cpl Resources Plc - Esm",0.0
4438,261.0,16.0,"Dermot Mulvihill",male,"Cpl Resources Plc - Esm",0.0
4439,268.0,16.0,"Dominic Dodd",male,"Cpl Resources Plc - Esm",0.0
4440,274.0,16.0,"Donald A Mcgovern Jnr",male,"Cpl Resources Plc - Esm",0.0
4441,275.0,16.0,"Donald Roth",male,"Cpl Resources Plc - Esm",0.0
4442,276.0,16.0,"Donald Schissel",male,"Cpl Resources Plc - Esm",0.0
4443,285.0,16.0,"Donard Patrick Thomas Gaynor",male,"Cpl Resources Plc - Esm",0.0
4444,289.0,16.0,"Eamon Marian Power",male,"Cpl Resources Plc - Esm",0.0
4445,291.0,16.0,"Eamonn Rothwell",male,"Cpl Resources Plc - Esm",0.0
4446,303.0,16.0,"Elizabeth Headon",female,"Cpl Resources Plc - Esm",0.0
4447,306.0,16.0,"Emer Daly",female,"Cpl Resources Plc - Esm",0.0
4448,308.0,16.0,"Emmett O'Connell",male,"Cpl Resources Plc - Esm",0.0
4449,312.0,16.0,"Ernst Johann Bartschi",male,"Cpl Resources Plc - Esm",0.0
4450,317.0,16.0,"Eugene Michael Murtagh",male,"Cpl Resources Plc - Esm",0.0
4451,318.0,16.0,"Eugene Murtagh",male,"Cpl Resources Plc - Esm",0.0
4452,319.0,16.0,"Evelyn Bourke",female,"Cpl Resources Plc - Esm",0.0
4453,323.0,16.0,"Fintan Maher",male,"Cpl Resources Plc - Esm",0.0
4454,324.0,16.0,"Flor Healy",female,"Cpl Resources Plc - Esm",0.0
4455,328.0,16.0,"Francis Devenney",male,"Cpl Resources Plc - Esm",0.0
4456,329.0,16.0,"Francis Hackett",male,"Cpl Resources Plc - Esm",0.0
4457,330.0,16.0,"Francis James Davis",male,"Cpl Resources Plc - Esm",0.0
4458,333.0,16.0,"Frank Browne",male,"Cpl Resources Plc - Esm",0.0
4459,334.0,16.0,"Frank Gernon",male,"Cpl Resources Plc - Esm",0.0
4460,337.0,16.0,"Frank Murray",male,"Cpl Resources Plc - Esm",0.0
4461,341.0,16.0,"Frederick Derek Tughan",male,"Cpl Resources Plc - Esm",0.0
4462,343.0,16.0,"Frits Beurskens",male,"Cpl Resources Plc - Esm",0.0
4463,344.0,16.0,"Gabriel Smith",male,"Cpl Resources Plc - Esm",0.0
4464,346.0,16.0,"Garret Roche",male,"Cpl Resources Plc - Esm",1.0
4465,347.0,16.0,"Garry Lyons",male,"Cpl Resources Plc - Esm",0.0
4466,349.0,16.0,"Gary Kennedy",male,"Cpl Resources Plc - Esm",0.0
4467,351.0,16.0,"Gary Owens",male,"Cpl Resources Plc - Esm",0.0
4468,353.0,16.0,"Gavin O'Reilly",male,"Cpl Resources Plc - Esm",0.0
4469,355.0,16.0,"Gearoid O'Dea",male,"Cpl Resources Plc - Esm",0.0
4470,356.0,16.0,"Geoffrey Doherty",male,"Cpl Resources Plc - Esm",0.0
4471,357.0,16.0,"Geoffrey Mc Clay",male,"Cpl Resources Plc - Esm",0.0
4472,359.0,16.0,"Geoffrey Vance",male,"Cpl Resources Plc - Esm",0.0
4473,360.0,16.0,"George David Golder",male,"Cpl Resources Plc - Esm",0.0
4474,368.0,16.0,"Gerard Behan",male,"Cpl Resources Plc - Esm",0.0
4475,370.0,16.0,"Gerard Fagan",male,"Cpl Resources Plc - Esm",0.0
4476,371.0,16.0,"Gerard Flood",male,"Cpl Resources Plc - Esm",0.0
4477,372.0,16.0,"Gerard Mc Gann",male,"Cpl Resources Plc - Esm",0.0
4478,373.0,16.0,"Gerard O'Hanlon",male,"Cpl Resources Plc - Esm",0.0
4479,374.0,16.0,"Gilbert Mccarthy",male,"Cpl Resources Plc - Esm",0.0
4480,377.0,16.0,"Glen Lucken",male,"Cpl Resources Plc - Esm",0.0
4481,381.0,16.0,"Graham O'Brien",male,"Cpl Resources Plc - Esm",0.0
4482,386.0,16.0,"Hannah Josephine (Siobhan) Talbot",female,"Cpl Resources Plc - Esm",0.0
4483,388.0,16.0,"Harry Stratford",male,"Cpl Resources Plc - Esm",0.0
4484,390.0,16.0,"Heather-Ann Mcsharry",female,"Cpl Resources Plc - Esm",0.0
4485,391.0,16.0,"Helen Kirkpatrick",female,"Cpl Resources Plc - Esm",0.0
4486,392.0,16.0,"Henry Hamilton Rennison",male,"Cpl Resources Plc - Esm",0.0
4487,394.0,16.0,"Henry Mcgarvey",male,"Cpl Resources Plc - Esm",0.0
4488,395.0,16.0,"Henry Vincent Corbally",male,"Cpl Resources Plc - Esm",0.0
4489,398.0,16.0,"Hugh Edward Mcguire",male,"Cpl Resources Plc - Esm",0.0
4490,400.0,16.0,"Hugh James Mccutcheon",male,"Cpl Resources Plc - Esm",0.0
4491,409.0,16.0,"Ian Curley",male,"Cpl Resources Plc - Esm",0.0
4492,410.0,16.0,"Ian Dunleavy",male,"Cpl Resources Plc - Esm",0.0
4493,412.0,16.0,"Ian George Craig",male,"Cpl Resources Plc - Esm",0.0
4494,413.0,16.0,"Ian Ireland",male,"Cpl Resources Plc - Esm",0.0
4495,414.0,16.0,"Ian Springett",male,"Cpl Resources Plc - Esm",0.0
4496,417.0,16.0,"Irial Finan",male,"Cpl Resources Plc - Esm",0.0
4497,430.0,16.0,"James C Kenny",male,"Cpl Resources Plc - Esm",0.0
4498,432.0,16.0,"James Douglas Agnew",male,"Cpl Resources Plc - Esm",0.0
4499,436.0,16.0,"James Jones",male,"Cpl Resources Plc - Esm",0.0
4500,444.0,16.0,"James O'Dwyer",male,"Cpl Resources Plc - Esm",0.0
4501,445.0,16.0,"James Osborne",male,"Cpl Resources Plc - Esm",0.0
4502,454.0,16.0,"Jan Maarten De Jong",female,"Cpl Resources Plc - Esm",0.0
4503,456.0,16.0,"Jeremiah Doheny",male,"Cpl Resources Plc - Esm",0.0
4504,457.0,16.0,"Jeremiah Vincent Liston",male,"Cpl Resources Plc - Esm",0.0
4505,459.0,16.0,"Jeremy John David Masding",male,"Cpl Resources Plc - Esm",0.0
4506,462.0,16.0,"Jerome Joseph Kennedy",male,"Cpl Resources Plc - Esm",0.0
4507,465.0,16.0,"Jim O'Hara",male,"Cpl Resources Plc - Esm",0.0
4508,468.0,16.0,"Joan Garahy",female,"Cpl Resources Plc - Esm",0.0
4509,469.0,16.0,"Joe Walsh",male,"Cpl Resources Plc - Esm",0.0
4510,470.0,16.0,"Johan Thijs",male,"Cpl Resources Plc - Esm",0.0
4511,472.0,16.0,"John Anthony Cotter",male,"Cpl Resources Plc - Esm",0.0
4512,474.0,16.0,"John Bateson",male,"Cpl Resources Plc - Esm",0.0
4513,477.0,16.0,"John Bowe",male,"Cpl Resources Plc - Esm",0.0
4514,478.0,16.0,"John Brendan Mcguckian",male,"Cpl Resources Plc - Esm",0.0
4515,480.0,16.0,"John Bryan",male,"Cpl Resources Plc - Esm",0.0
4516,484.0,16.0,"John Callaghan",male,"Cpl Resources Plc - Esm",0.0
4517,485.0,16.0,"John Carroll",male,"Cpl Resources Plc - Esm",0.0
4518,491.0,16.0,"John Craven",male,"Cpl Resources Plc - Esm",0.0
4519,493.0,16.0,"John Declan Mccourt",male,"Cpl Resources Plc - Esm",0.0
4520,505.0,16.0,"John Gallagher",male,"Cpl Resources Plc - Esm",0.0
4521,508.0,16.0,"John Hennessy",male,"Cpl Resources Plc - Esm",1.0
4522,509.0,16.0,"John Hogan",male,"Cpl Resources Plc - Esm",0.0
4523,512.0,16.0,"John Joseph Moloney",male,"Cpl Resources Plc - Esm",0.0
4524,523.0,16.0,"John Murphy",male,"Cpl Resources Plc - Esm",0.0
4525,535.0,16.0,"John Rockett",male,"Cpl Resources Plc - Esm",0.0
4526,536.0,16.0,"John Roger Humber",male,"Cpl Resources Plc - Esm",0.0
4527,539.0,16.0,"John Sheehan",male,"Cpl Resources Plc - Esm",0.0
4528,542.0,16.0,"John Tracey",male,"Cpl Resources Plc - Esm",0.0
4529,545.0,16.0,"John William Kennedy",male,"Cpl Resources Plc - Esm",0.0
4530,550.0,16.0,"Joris Jeroen Brams",male,"Cpl Resources Plc - Esm",0.0
4531,556.0,16.0,"Joseph Purcell",male,"Cpl Resources Plc - Esm",0.0
4532,559.0,16.0,"Julie O'Neill",female,"Cpl Resources Plc - Esm",0.0
4533,560.0,16.0,"Justin Phillip Crowley",male,"Cpl Resources Plc - Esm",0.0
4534,561.0,16.0,"Justin Richard Loasby",male,"Cpl Resources Plc - Esm",0.0
4535,563.0,16.0,"Keith James Phair",male,"Cpl Resources Plc - Esm",0.0
4536,565.0,16.0,"Kenneth Kuchling",male,"Cpl Resources Plc - Esm",0.0
4537,566.0,16.0,"Kenneth Neison",male,"Cpl Resources Plc - Esm",0.0
4538,567.0,16.0,"Ken Slattery",male,"Cpl Resources Plc - Esm",0.0
4539,568.0,16.0,"Kent Atkinson",male,"Cpl Resources Plc - Esm",0.0
4540,569.0,16.0,"Kerr Anderson",male,"Cpl Resources Plc - Esm",0.0
4541,570.0,16.0,"Kevin Barry",male,"Cpl Resources Plc - Esm",0.0
4542,583.0,16.0,"Kieran Breen",male,"Cpl Resources Plc - Esm",0.0
4543,584.0,16.0,"Kieran Francis Murphy",male,"Cpl Resources Plc - Esm",0.0
4544,589.0,16.0,"Kirill Andreyevich Golovanov",male,"Cpl Resources Plc - Esm",0.0
4545,591.0,16.0,"Kyran Mclaughlin",male,"Cpl Resources Plc - Esm",0.0
4546,593.0,16.0,"Laurence Crowley",male,"Cpl Resources Plc - Esm",0.0
4547,597.0,16.0,"Leonard John Patrick O'Hagan",male,"Cpl Resources Plc - Esm",0.0
4548,598.0,16.0,"Leonid Pavlovich Skoptsov",male,"Cpl Resources Plc - Esm",0.0
4549,599.0,16.0,"Leslie Buckley",female,"Cpl Resources Plc - Esm",0.0
4550,604.0,16.0,"Liam Herlihy",male,"Cpl Resources Plc - Esm",0.0
4551,607.0,16.0,"Linda Hickey",female,"Cpl Resources Plc - Esm",0.0
4552,609.0,16.0,"Lorenzo Giuseppe Fraquelli",male,"Cpl Resources Plc - Esm",0.0
4553,613.0,16.0,"Louise Phelan",female,"Cpl Resources Plc - Esm",0.0
4554,614.0,16.0,"Louis Maguire",male,"Cpl Resources Plc - Esm",0.0
4555,617.0,16.0,"Lucy Gaffney",female,"Cpl Resources Plc - Esm",0.0
4556,618.0,16.0,"Maeve Catherine Carton",female,"Cpl Resources Plc - Esm",0.0
4557,624.0,16.0,"Mark Bourke",male,"Cpl Resources Plc - Esm",0.0
4558,625.0,16.0,"Mark Garvey",male,"Cpl Resources Plc - Esm",0.0
4559,628.0,16.0,"Mark Towe",male,"Cpl Resources Plc - Esm",0.0
4560,631.0,16.0,"Martin Keane",male,"Cpl Resources Plc - Esm",0.0
4561,638.0,16.0,"Matt Mcnulty",male,"Cpl Resources Plc - Esm",0.0
4562,639.0,16.0,"Matt Merrick",male,"Cpl Resources Plc - Esm",0.0
4563,640.0,16.0,"Maureen Jones",female,"Cpl Resources Plc - Esm",0.0
4564,646.0,16.0,"Mella Frewen",female,"Cpl Resources Plc - Esm",0.0
4565,647.0,16.0,"Melvin Frederick Quiller",male,"Cpl Resources Plc - Esm",0.0
4566,648.0,16.0,"Michael Anthony Mcnulty",male,"Cpl Resources Plc - Esm",0.0
4567,649.0,16.0,"Michael Berkery",male,"Cpl Resources Plc - Esm",0.0
4568,651.0,16.0,"Michael Cawley",male,"Cpl Resources Plc - Esm",0.0
4569,652.0,16.0,"Michael Christian Pereira-Rego",male,"Cpl Resources Plc - Esm",0.0
4570,653.0,16.0,"Michael Christopher Dowling",male,"Cpl Resources Plc - Esm",0.0
4571,656.0,16.0,"Michael Donnelly",male,"Cpl Resources Plc - Esm",0.0
4572,660.0,16.0,"Michael Francis Carvill",male,"Cpl Resources Plc - Esm",0.0
4573,662.0,16.0,"Michael Griffin",male,"Cpl Resources Plc - Esm",0.0
4574,663.0,16.0,"Michael Henry Nolan",male,"Cpl Resources Plc - Esm",0.0
4575,664.0,16.0,"Michael J Donoghue",male,"Cpl Resources Plc - Esm",0.0
4576,669.0,16.0,"Michael Joseph Mckenna",male,"Cpl Resources Plc - Esm",0.0
4577,671.0,16.0,"Michael Keane",male,"Cpl Resources Plc - Esm",0.0
4578,675.0,16.0,"Michael O'Leary",male,"Cpl Resources Plc - Esm",0.0
4579,677.0,16.0,"Michael Patrick Horgan",male,"Cpl Resources Plc - Esm",0.0
4580,678.0,16.0,"Michael Power",male,"Cpl Resources Plc - Esm",0.0
4581,683.0,16.0,"Michael Teahan",male,"Cpl Resources Plc - Esm",0.0
4582,686.0,16.0,"Mikhail Alexandrovich Mogutov",male,"Cpl Resources Plc - Esm",0.0
4583,688.0,16.0,"Mohammed Al Ghurair",male,"Cpl Resources Plc - Esm",0.0
4584,689.0,16.0,"Montie Brewer",male,"Cpl Resources Plc - Esm",0.0
4585,691.0,16.0,"Myles Lee",male,"Cpl Resources Plc - Esm",0.0
4586,701.0,16.0,"Nial Ring",male,"Cpl Resources Plc - Esm",0.0
4587,702.0,16.0,"Nicanor Restrepo",male,"Cpl Resources Plc - Esm",0.0
4588,705.0,16.0,"Nicholas Hartery",male,"Cpl Resources Plc - Esm",0.0
4589,707.0,16.0,"Nicola Shaw",female,"Cpl Resources Plc - Esm",0.0
4590,708.0,16.0,"Nigel Northridge",male,"Cpl Resources Plc - Esm",0.0
4591,713.0,16.0,"Norman Witherow",male,"Cpl Resources Plc - Esm",0.0
4592,714.0,16.0,"Oliver Tattan",male,"Cpl Resources Plc - Esm",1.0
4593,716.0,16.0,"Owen Killian",male,"Cpl Resources Plc - Esm",0.0
4594,719.0,16.0,"Padraig Mcmanus",male,"Cpl Resources Plc - Esm",0.0
4595,720.0,16.0,"Padraig O Riordain",male,"Cpl Resources Plc - Esm",0.0
4596,721.0,16.0,"Padraig Walshe",male,"Cpl Resources Plc - Esm",0.0
4597,723.0,16.0,"Pascal Taggart",male,"Cpl Resources Plc - Esm",0.0
4598,724.0,16.0,"Pat Butler",female,"Cpl Resources Plc - Esm",0.0
4599,733.0,16.0,"Patrick Gerard Flahive",male,"Cpl Resources Plc - Esm",0.0
4600,734.0,16.0,"Patrick Gleeson",male,"Cpl Resources Plc - Esm",0.0
4601,735.0,16.0,"Patrick Haren",male,"Cpl Resources Plc - Esm",0.0
4602,741.0,16.0,"Patrick Kelly",male,"Cpl Resources Plc - Esm",0.0
4603,742.0,16.0,"Patrick Kennedy",male,"Cpl Resources Plc - Esm",0.0
4604,746.0,16.0,"Patrick Mceniff",male,"Cpl Resources Plc - Esm",0.0
4605,749.0,16.0,"Patrick Mulvihill",male,"Cpl Resources Plc - Esm",0.0
4606,750.0,16.0,"Patrick Murphy",male,"Cpl Resources Plc - Esm",0.0
4607,753.0,16.0,"Patrick O'Sullivan",male,"Cpl Resources Plc - Esm",0.0
4608,754.0,16.0,"Patrick Purcell",male,"Cpl Resources Plc - Esm",0.0
4609,756.0,16.0,"Patrick Ryan",male,"Cpl Resources Plc - Esm",0.0
4610,758.0,16.0,"Patrick Vincent Landy",male,"Cpl Resources Plc - Esm",0.0
4611,762.0,16.0,"Paul Carroll",male,"Cpl Resources Plc - Esm",1.0
4612,765.0,16.0,"Paul Dowling",male,"Cpl Resources Plc - Esm",0.0
4613,770.0,16.0,"Paul Haran",male,"Cpl Resources Plc - Esm",0.0
4614,777.0,16.0,"Paul M Connolly",male,"Cpl Resources Plc - Esm",0.0
4615,783.0,16.0,"Paul Stecko",male,"Cpl Resources Plc - Esm",0.0
4616,790.0,16.0,"Peter Furlong",male,"Cpl Resources Plc - Esm",0.0
4617,799.0,16.0,"Peter Lennon",male,"Cpl Resources Plc - Esm",0.0
4618,800.0,16.0,"Peter Lynch",male,"Cpl Resources Plc - Esm",0.0
4619,803.0,16.0,"Peter Priestley",male,"Cpl Resources Plc - Esm",0.0
4620,807.0,16.0,"Peter Wilson",male,"Cpl Resources Plc - Esm",0.0
4621,818.0,16.0,"Philip O'Quigley",male,"Cpl Resources Plc - Esm",0.0
4622,820.0,16.0,"Philip Toomey",male,"Cpl Resources Plc - Esm",0.0
4623,825.0,16.0,"Prem Wasta",male,"Cpl Resources Plc - Esm",0.0
4624,830.0,16.0,"Richard Alexander Milliken",male,"Cpl Resources Plc - Esm",0.0
4625,838.0,16.0,"Richard Holroyd",male,"Cpl Resources Plc - Esm",0.0
4626,842.0,16.0,"Richard Thomas Walter Conroy",male,"Cpl Resources Plc - Esm",0.0
4627,845.0,16.0,"Richie Boucher",male,"Cpl Resources Plc - Esm",0.0
4628,847.0,16.0,"Robert Arnott",male,"Cpl Resources Plc - Esm",0.0
4629,850.0,16.0,"Robert Fredrik Martin Adair",male,"Cpl Resources Plc - Esm",0.0
4630,852.0,16.0,"Robert Graham Ferguson",male,"Cpl Resources Plc - Esm",0.0
4631,854.0,16.0,"Robert Johnston",male,"Cpl Resources Plc - Esm",0.0
4632,856.0,16.0,"Robert N Kennedy",male,"Cpl Resources Plc - Esm",0.0
4633,857.0,16.0,"Robert O' Connell",male,"Cpl Resources Plc - Esm",0.0
4634,858.0,16.0,"Roberto Newell",male,"Cpl Resources Plc - Esm",0.0
4635,860.0,16.0,"Robin Phipps",female,"Cpl Resources Plc - Esm",0.0
4636,863.0,16.0,"Roger Chaplin",male,"Cpl Resources Plc - Esm",0.0
4637,864.0,16.0,"Roger Conan",male,"Cpl Resources Plc - Esm",0.0
4638,876.0,16.0,"Rory Byrne",male,"Cpl Resources Plc - Esm",0.0
4639,879.0,16.0,"Rose Hynes",female,"Cpl Resources Plc - Esm",0.0
4640,880.0,16.0,"Rosemary P Thorne",female,"Cpl Resources Plc - Esm",0.0
4641,881.0,16.0,"Rose Mchugh",female,"Cpl Resources Plc - Esm",0.0
4642,886.0,16.0,"Russell Grant Shiels",male,"Cpl Resources Plc - Esm",0.0
4643,888.0,16.0,"Ryan Cara",male,"Cpl Resources Plc - Esm",0.0
4644,889.0,16.0,"Saeed Al Mazrooei",male,"Cpl Resources Plc - Esm",0.0
4645,891.0,16.0,"Sam Mencoff",male,"Cpl Resources Plc - Esm",0.0
4646,895.0,16.0,"Seamus Fitzpatrick",male,"Cpl Resources Plc - Esm",0.0
4647,896.0,16.0,"Seamus Taaffe",male,"Cpl Resources Plc - Esm",0.0
4648,898.0,16.0,"Sean Bugler",male,"Cpl Resources Plc - Esm",0.0
4649,902.0,16.0,"Sean Dorgan",male,"Cpl Resources Plc - Esm",0.0
4650,910.0,16.0,"Shane Reihill",male,"Cpl Resources Plc - Esm",0.0
4651,915.0,16.0,"Sofia Bianchi",female,"Cpl Resources Plc - Esm",0.0
4652,916.0,16.0,"Sorca Caitriona Conroy",female,"Cpl Resources Plc - Esm",0.0
4653,917.0,16.0,"Stan Mccarthy",male,"Cpl Resources Plc - Esm",0.0
4654,918.0,16.0,"Stephen Gerard Glancey",male,"Cpl Resources Plc - Esm",0.0
4655,920.0,16.0,"Stephen Kenneth Smith",male,"Cpl Resources Plc - Esm",0.0
4656,922.0,16.0,"Stephen Nicol",male,"Cpl Resources Plc - Esm",0.0
4657,923.0,16.0,"Stephen Staley",male,"Cpl Resources Plc - Esm",0.0
4658,925.0,16.0,"Stephen Vernon",male,"Cpl Resources Plc - Esm",0.0
4659,926.0,16.0,"Steven Mctiernan",male,"Cpl Resources Plc - Esm",0.0
4660,927.0,16.0,"Stewart Gilliland",male,"Cpl Resources Plc - Esm",0.0
4661,928.0,16.0,"Stewart Harrington",male,"Cpl Resources Plc - Esm",0.0
4662,929.0,16.0,"Stewart Kenny",male,"Cpl Resources Plc - Esm",0.0
4663,932.0,16.0,"Terence Buckley",male,"Cpl Resources Plc - Esm",0.0
4664,933.0,16.0,"Terence Fitzpatrick",male,"Cpl Resources Plc - Esm",0.0
4665,934.0,16.0,"Terence Francis O'Rourke",male,"Cpl Resources Plc - Esm",0.0
4666,939.0,16.0,"Thomas Brodin",male,"Cpl Resources Plc - Esm",0.0
4667,949.0,16.0,"Thomas Moran",male,"Cpl Resources Plc - Esm",0.0
4668,950.0,16.0,"Thomas O'Mahony",male,"Cpl Resources Plc - Esm",0.0
4669,958.0,16.0,"Thom Wernink",male,"Cpl Resources Plc - Esm",0.0
4670,959.0,16.0,"Thor Kristian Haugnaess",male,"Cpl Resources Plc - Esm",0.0
4671,962.0,16.0,"Timothy Rand Mccutcheon",male,"Cpl Resources Plc - Esm",0.0
4672,963.0,16.0,"Tom Considine",male,"Cpl Resources Plc - Esm",0.0
4673,964.0,16.0,"Tom Grace",male,"Cpl Resources Plc - Esm",0.0
4674,965.0,16.0,"Tom Hickey",male,"Cpl Resources Plc - Esm",0.0
4675,966.0,16.0,"Tom Murphy",male,"Cpl Resources Plc - Esm",0.0
4676,967.0,16.0,"Tom Purcell",male,"Cpl Resources Plc - Esm",0.0
4677,969.0,16.0,"Tony Mccluskey",male,"Cpl Resources Plc - Esm",0.0
4678,972.0,16.0,"Ulric Jerome",male,"Cpl Resources Plc - Esm",0.0
4679,973.0,16.0,"Utz-Hellmuth Felcht",male,"Cpl Resources Plc - Esm",0.0
4680,974.0,16.0,"Vakha Alvievich Sobraliev",male,"Cpl Resources Plc - Esm",0.0
4681,979.0,16.0,"Vincent C. Crowley",male,"Cpl Resources Plc - Esm",0.0
4682,980.0,16.0,"Vincent Gorman",male,"Cpl Resources Plc - Esm",0.0
4683,982.0,16.0,"Vincent Sheridan",male,"Cpl Resources Plc - Esm",0.0
4684,985.0,16.0,"Wilbur L Ross Jr",male,"Cpl Resources Plc - Esm",0.0
4685,988.0,16.0,"William Carroll",male,"Cpl Resources Plc - Esm",0.0
4686,991.0,16.0,"William Ignatius O'Mahony",male,"Cpl Resources Plc - Esm",0.0
4687,1000.0,16.0,"William Nowlan",male,"Cpl Resources Plc - Esm",0.0
4688,1001.0,16.0,"William Patrick Egan",male,"Cpl Resources Plc - Esm",0.0
4689,1006.0,16.0,"William Slattery",male,"Cpl Resources Plc - Esm",0.0
4690,1009.0,16.0,"Yuri Ivanovich Radchenko",male,"Cpl Resources Plc - Esm",0.0
4691,1.0,56.0,"Abdul-Jaleel Al-Khalifa",male,"Merrion Pharmaceuticals Plc - Esm",0.0
4692,5.0,56.0,"Adrian Toner",male,"Merrion Pharmaceuticals Plc - Esm",0.0
4693,6.0,56.0,"Ahmad Buti Saeed Al Muhairbi",male,"Merrion Pharmaceuticals Plc - Esm",0.0
4694,7.0,56.0,"Ahmad Sharaf",male,"Merrion Pharmaceuticals Plc - Esm",0.0
4695,9.0,56.0,"Aidan Brogan",male,"Merrion Pharmaceuticals Plc - Esm",0.0
4696,17.0,56.0,"Alan Graham Martin",male,"Merrion Pharmaceuticals Plc - Esm",0.0
4697,18.0,56.0,"Alan John Parsley",male,"Merrion Pharmaceuticals Plc - Esm",0.0
4698,22.0,56.0,"Alan Mooney",male,"Merrion Pharmaceuticals Plc - Esm",0.0
